description	enabled	firstLadderSeason	lastLadderSeason	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
Missile of the Ancients	1				100					4	"7pi,mag,eth"	cr1	gzv	jwd				"usetype,crf,pre=188,suf=166,eth"		50	50	dmg-min			35	45	swing1			20	20	dmg%			50	60																																																																					0
Missile of the Ancients	1				100					4	"7s7,mag,eth"	cr1	gzv	jwd				"usetype,crf,pre=188,suf=166,eth"		50	50	dmg-min			35	45	swing1			20	20	dmg%			50	60																																																																					0
Missile of the Ancients	1				100					4	"7gl,mag,eth"	cr1	gzv	jwd				"usetype,crf,pre=188,suf=166,eth"		50	50	dmg-min			35	45	swing1			20	20	dmg%			50	60																																																																					0
Missile of the Ancients	1				100					4	"7ts,mag,eth"	cr1	gzv	jwd				"usetype,crf,pre=188,suf=166,eth"		50	50	dmg-min			35	45	swing1			20	20	dmg%			50	60																																																																					0
Missile of the Ancients	1				100					4	"tkni,mag,noe"	cr1	gzv	jew				"usetype,crf,pre=188,suf=166"		50	50	dmg-min			35	45	swing1			20	20	dmg%			50	60																																																																					0
Missile of the Ancients	1				100					4	"taxe,mag,noe"	cr1	gzv	jew				"usetype,crf,pre=188,suf=166"		50	50	dmg-min			35	45	swing1			20	20	dmg%			50	60																																																																					0
Missile of the Ancients	1				100					4	"jav,mag,noe"	cr1	gzv	jew				"usetype,crf,pre=188,suf=166"		50	50	dmg-min			35	45	swing1			20	20	dmg%			50	60																																																																					0
Missile of the Ancients	1				100					4	"pil,mag,noe"	cr1	gzv	jew				"usetype,crf,pre=188,suf=166"		50	50	dmg-min			35	45	swing1			20	20	dmg%			50	60																																																																					0
Missile of the Ancients	1				100					4	"ssp,mag,noe"	cr1	gzv	jew				"usetype,crf,pre=188,suf=166"		50	50	dmg-min			35	45	swing1			20	20	dmg%			50	60																																																																					0
Missile of the Ancients	1				100					4	"glv,mag,noe"	cr1	gzv	jew				"usetype,crf,pre=188,suf=166"		50	50	dmg-min			35	45	swing1			20	20	dmg%			50	60																																																																					0
Missile of the Ancients	1				100					4	"tsp,mag,noe"	cr1	gzv	jew				"usetype,crf,pre=188,suf=166"		50	50	dmg-min			35	45	swing1			20	20	dmg%			50	60																																																																					0
Missile of the Ancients	1				100					4	"9ja,mag,noe"	cr1	gzv	jew				"usetype,crf,pre=188,suf=166"		50	50	dmg-min			35	45	swing1			20	20	dmg%			50	60																																																																					0
Missile of the Ancients	1				100					4	"9pi,mag,noe"	cr1	gzv	jew				"usetype,crf,pre=188,suf=166"		50	50	dmg-min			35	45	swing1			20	20	dmg%			50	60																																																																					0
Missile of the Ancients	1				100					4	"9s9,mag,noe"	cr1	gzv	jew				"usetype,crf,pre=188,suf=166"		50	50	dmg-min			35	45	swing1			20	20	dmg%			50	60																																																																					0
Missile of the Ancients	1				100					4	"9gl,mag,noe"	cr1	gzv	jew				"usetype,crf,pre=188,suf=166"		50	50	dmg-min			35	45	swing1			20	20	dmg%			50	60																																																																					0
Missile of the Ancients	1				100					4	"9ts,mag,noe"	cr1	gzv	jew				"usetype,crf,pre=188,suf=166"		50	50	dmg-min			35	45	swing1			20	20	dmg%			50	60																																																																					0
Missile of the Ancients	1				100					4	"7ja,mag,noe"	cr1	gzv	jew				"usetype,crf,pre=188,suf=166"		50	50	dmg-min			35	45	swing1			20	20	dmg%			50	60																																																																					0
Missile of the Ancients	1				100					4	"7pi,mag,noe"	cr1	gzv	jew				"usetype,crf,pre=188,suf=166"		50	50	dmg-min			35	45	swing1			20	20	dmg%			50	60																																																																					0
Missile of the Ancients	1				100					4	"7s7,mag,noe"	cr1	gzv	jew				"usetype,crf,pre=188,suf=166"		50	50	dmg-min			35	45	swing1			20	20	dmg%			50	60																																																																					0
Missile of the Ancients	1				100					4	"7gl,mag,noe"	cr1	gzv	jew				"usetype,crf,pre=188,suf=166"		50	50	dmg-min			35	45	swing1			20	20	dmg%			50	60																																																																					0
Missile of the Ancients	1				100					4	"7ts,mag,noe"	cr1	gzv	jew				"usetype,crf,pre=188,suf=166"		50	50	dmg-min			35	45	swing1			20	20	dmg%			50	60																																																																					0
Missile of the Ancients	1				100					4	"tkni,mag,noe"	cr1	gzv	jwd				"usetype,crf,pre=188,suf=166"		50	50	dmg-min			35	45	swing1			20	20	dmg%			50	60																																																																					0
Missile of the Ancients	1				100					4	"taxe,mag,noe"	cr1	gzv	jwd				"usetype,crf,pre=188,suf=166"		50	50	dmg-min			35	45	swing1			20	20	dmg%			50	60																																																																					0
Missile of the Ancients	1				100					4	"jav,mag,noe"	cr1	gzv	jwd				"usetype,crf,pre=188,suf=166"		50	50	dmg-min			35	45	swing1			20	20	dmg%			50	60																																																																					0
Missile of the Ancients	1				100					4	"pil,mag,noe"	cr1	gzv	jwd				"usetype,crf,pre=188,suf=166"		50	50	dmg-min			35	45	swing1			20	20	dmg%			50	60																																																																					0
Missile of the Ancients	1				100					4	"ssp,mag,noe"	cr1	gzv	jwd				"usetype,crf,pre=188,suf=166"		50	50	dmg-min			35	45	swing1			20	20	dmg%			50	60																																																																					0
Missile of the Ancients	1				100					4	"glv,mag,noe"	cr1	gzv	jwd				"usetype,crf,pre=188,suf=166"		50	50	dmg-min			35	45	swing1			20	20	dmg%			50	60																																																																					0
Missile of the Ancients	1				100					4	"tsp,mag,noe"	cr1	gzv	jwd				"usetype,crf,pre=188,suf=166"		50	50	dmg-min			35	45	swing1			20	20	dmg%			50	60																																																																					0
Missile of the Ancients	1				100					4	"9ja,mag,noe"	cr1	gzv	jwd				"usetype,crf,pre=188,suf=166"		50	50	dmg-min			35	45	swing1			20	20	dmg%			50	60																																																																					0
Missile of the Ancients	1				100					4	"9pi,mag,noe"	cr1	gzv	jwd				"usetype,crf,pre=188,suf=166"		50	50	dmg-min			35	45	swing1			20	20	dmg%			50	60																																																																					0
Missile of the Ancients	1				100					4	"9s9,mag,noe"	cr1	gzv	jwd				"usetype,crf,pre=188,suf=166"		50	50	dmg-min			35	45	swing1			20	20	dmg%			50	60																																																																					0
Missile of the Ancients	1				100					4	"9gl,mag,noe"	cr1	gzv	jwd				"usetype,crf,pre=188,suf=166"		50	50	dmg-min			35	45	swing1			20	20	dmg%			50	60																																																																					0
Missile of the Ancients	1				100					4	"9ts,mag,noe"	cr1	gzv	jwd				"usetype,crf,pre=188,suf=166"		50	50	dmg-min			35	45	swing1			20	20	dmg%			50	60																																																																					0
Missile of the Ancients	1				100					4	"7ja,mag,noe"	cr1	gzv	jwd				"usetype,crf,pre=188,suf=166"		50	50	dmg-min			35	45	swing1			20	20	dmg%			50	60																																																																					0
Missile of the Ancients	1				100					4	"7pi,mag,noe"	cr1	gzv	jwd				"usetype,crf,pre=188,suf=166"		50	50	dmg-min			35	45	swing1			20	20	dmg%			50	60																																																																					0
Missile of the Ancients	1				100					4	"7s7,mag,noe"	cr1	gzv	jwd				"usetype,crf,pre=188,suf=166"		50	50	dmg-min			35	45	swing1			20	20	dmg%			50	60																																																																					0
Missile of the Ancients	1				100					4	"7gl,mag,noe"	cr1	gzv	jwd				"usetype,crf,pre=188,suf=166"		50	50	dmg-min			35	45	swing1			20	20	dmg%			50	60																																																																					0
Missile of the Ancients	1				100					4	"7ts,mag,noe"	cr1	gzv	jwd				"usetype,crf,pre=188,suf=166"		50	50	dmg-min			35	45	swing1			20	20	dmg%			50	60																																																																					0
Missile of the Ancients	1				100					4	"ajav,mag,eth"	cr1	gzv	jwd				"usetype,crf,pre=188,suf=166,eth"		50	50	dmg-min			35	45	swing1			20	20	dmg%			50	60																																																																					0
Missile of the Ancients	1				100					4	"ajav,mag,noe"	cr1	gzv	jew				"usetype,crf,pre=188,suf=166"		50	50	dmg-min			35	45	swing1			20	20	dmg%			50	60																																																																					0
Greater Caster Amulet	1				100					4	"amu,mag"	cr2	gpv	r19				"usetype,crf,suf=174"		50	50	cast1			5	10																																																																															0
Greater Caster Ring	1				100					4	"rin,mag"	cr2	gpv	r18				"usetype,crf,suf=174"		50	50	enr			10	10	res-all			5	5	mana%			5	5																																																																					0
3 Standard Gems + 1 Socketed Weapon ->  Socketed Magic Weapon	1				0					4	"weap,sock,eth"	"gem2,qty=3"						"usetype,mag,eth"	30		60	sock			1	2																																																																															0
3 Flawless Gems + 1 Magic Weapon -> Socketed Magic Weapon	1				0					4	"weap,mag,eth"	"gem3,qty=3"						"usetype,mag,eth"	30		60	sock			1	2																																																																															0
1 Magic Shield + 1 Spiked Club + 2 Skulls (Any) -> Magic Shield of Spikes	1				0					4	"shld,mag,eth"	"gemz,qty=2"	spc					"usetype,mag,suf=162,eth"	30		60																																																																																				0
4 Healing Potions (Any) + 1 Standard Ruby + 1 Magic Sword -> Sword of the Leech	1				0					6	"swor,mag,eth"	gemr	"hpot,qty=4"					"usetype,mag,suf=352,eth"	30		60																																																																																				0
3 Perfect Gems (Any) + 1 Magic Item -> Re-rolled Magic Item	1				100					4	"any,mag,eth"	"gem4,qty=3"						"usetype,mag,eth"			100																																																																																				0
6 Perfect Skulls + 1 Rare Item -> 1 Low Quality Rare Item	1				0					7	"any,rar,eth"	"skz,qty=6"						"usetype,rar,eth"		40	40																																																																																				0
1 Perfect Skull + 1 Rare Item + 1 Stone of Jordan -> 1 High Quality Rare Item	1				0					3	"any,rar,eth"	skz	The Stone of Jordan					"usetype,rar,eth"		66	66																																																																																				0
3 Perfect Skull + 1 Rare Item + 1 Stone of Jordan -> Add 1 Socket to Rare Item	1				0					5	"any,rar,nos,eth"	"skz,qty=3"	The Stone of Jordan					"useitem,sock=1,eth"																																																																																							0
3 Chipped Gems (Any) + 1 Magic Weapon -> Socketed Magic Weapon	1				0					4	"weap,mag,eth"	"gem0,qty=3"						"usetype,mag,eth"	25		50	sock			1	2																																																																															0
